iter	R2	RMSE
939	0.9681066984	54.90977173
940	0.9681440969	54.87756832
941	0.9681566687	54.8667387
942	0.968174515	54.85136172
943	0.9681975535	54.83150467
944	0.9682208538	54.8114146
945	0.9682498573	54.78639689
946	0.9682818664	54.75877324
947	0.968296567	54.74608216
948	0.968329095	54.71798991
949	0.968365423	54.68659891
950	0.9683815143	54.67268865
951	0.9684046103	54.65271694
952	0.9684362185	54.62537262
953	0.9684545347	54.60952102
954	0.9684768364	54.59021392
955	0.9685054284	54.56545121
956	0.9685364595	54.53856336
957	0.9685626157	54.51588924
958	0.968600554	54.48298467
959	0.9686360132	54.45221234
960	0.9686797434	54.41423825
961	0.9687380063	54.36360323
962	0.9687687582	54.33685838
963	0.968790648	54.31781283
964	0.9688124809	54.29881016
965	0.9688432257	54.27203948
966	0.9688738904	54.24532548
967	0.9689023	54.22056432
968	0.9689515845	54.17758217
969	0.9689910062	54.14317696
970	0.9690208627	54.11710526
971	0.9690410877	54.09943699
972	0.9690575803	54.08502495
973	0.969084319	54.06165136
974	0.96909973	54.04817515
975	0.9691324115	54.01958572
976	0.9691592089	53.99613235
977	0.9691754532	53.98191023
978	0.9691934387	53.9661592
979	0.9692279004	53.93596622
980	0.9692516938	53.91511017
981	0.9692845475	53.88629904
982	0.9693211203	53.85420839
983	0.9693617866	53.81850339
984	0.9693763253	53.80573267
985	0.9694026581	53.78259439
986	0.969429135	53.75931938
987	0.9694499971	53.74097314
988	0.9694715507	53.72201214
989	0.9695047697	53.69277585
990	0.9695272107	53.67301636
991	0.9695543736	53.6490894
992	0.9695941825	53.6140038
993	0.9696188043	53.59229183
994	0.9696556157	53.55981441
995	0.9696808991	53.53749636
996	0.9697243359	53.49913219
997	0.9697440354	53.48172418
998	0.9697681706	53.46038876
999	0.9697916244	53.4396475
1000	0.9698336309	53.40247907
1001	0.9698600074	53.37912732
1002	0.9698700727	53.37021352
1003	0.9698874568	53.35481479
1004	0.969915941	53.32957394
1005	0.9699347351	53.31291339
1006	0.9699533412	53.29641425
1007	0.969979154	53.27351608
1008	0.9699947933	53.25963793
1009	0.970030694	53.22776627
1010	0.9700466364	53.213607
1011	0.9700933917	53.17205921
1012	0.9701117796	53.15571045
1013	0.9701544557	53.11774746
1014	0.9701683913	53.10534505
1015	0.9702073635	53.07064517
1016	0.9702350682	53.04596376
1017	0.9702673833	53.01716052
1018	0.9702891255	52.99777238
1019	0.9703087471	52.98026921
1020	0.9703260765	52.96480584
1021	0.9703582005	52.93612914
1022	0.9703774273	52.91895812
1023	0.9703999384	52.89884694
1024	0.9704254792	52.87601983
1025	0.9704448923	52.85866273
1026	0.9704745153	52.83216606
1027	0.9704879235	52.82016851
1028	0.9705134925	52.79728212
1029	0.9705462507	52.76794626
1030	0.9705652615	52.75091403
1031	0.9705859578	52.73236556
1032	0.9706125712	52.70850442
1033	0.970640002	52.68389909
1034	0.9706620538	52.66411039
1035	0.9706918933	52.63732137
1036	0.9707110017	52.62015923
1037	0.9707503455	52.58480507
1038	0.9707741309	52.56342016
1039	0.9707907705	52.54845468
1040	0.9708258496	52.51689094
1041	0.970850221	52.49495059
1042	0.9708827949	52.46561175
1043	0.9709161497	52.43555249
1044	0.9709497144	52.40528675
1045	0.9709680462	52.38874928
1046	0.9709914758	52.36760548
1047	0.9710047858	52.35559011
1048	0.9710577765	52.30772653
1049	0.9710932065	52.27570021
1050	0.9711220477	52.24961508
1051	0.9711639917	52.21165613
1052	0.9711847052	52.1929004
1053	0.9711964094	52.18229946
1054	0.9712167836	52.16384071
1055	0.9712696543	52.11590987
1056	0.9712934908	52.09428609
1057	0.9713289421	52.06210904
1058	0.9713552238	52.0382418
1059	0.9713801264	52.01561692
1060	0.9714062527	51.99186977
1061	0.9714262301	51.97370414
1062	0.9714485025	51.95344421
1063	0.971471447	51.93256463
1064	0.9714954621	51.91070187
1065	0.9715154611	51.89248815
1066	0.9715269724	51.88200164
1067	0.9715535767	51.85775748
1068	0.9715762428	51.83709324
1069	0.9716046061	51.8112234
1070	0.9716245704	51.79300637
1071	0.9716612989	51.75947571
1072	0.9716984688	51.72551994
1073	0.9717290705	51.69754764
1074	0.9717491499	51.67918528
1075	0.9717783402	51.65247954
1076	0.9718180619	51.61611661
1077	0.9718549794	51.58229768
1078	0.9718850107	51.55477072
1079	0.9719035096	51.5378071
1080	0.9719273268	51.51595838
1081	0.9719608085	51.48522816
1082	0.9720097691	51.44025806
1083	0.9720430717	51.40964737
1084	0.9720625939	51.39169466
1085	0.9721008652	51.356482
1086	0.9721131065	51.3452139
1087	0.9721482242	51.31287443
1088	0.9721806856	51.28296302
1089	0.9722157671	51.25061763
1090	0.9722389853	51.22919907
1091	0.9722640678	51.20605073
1092	0.972286043	51.18576142
1093	0.9723524334	51.12441537
1094	0.9723848684	51.09441808
1095	0.9724015005	51.07902914
1096	0.9724194225	51.06244143
1097	0.9724441717	51.03952612
1098	0.9724843211	51.00232978
1099	0.9725073548	50.98097795
1100	0.9725542696	50.93746118
1101	0.9725911697	50.90320757
1102	0.9726091316	50.88652553
1103	0.9726241099	50.87261041
1104	0.9726598254	50.83941446
1105	0.9726707879	50.829221
1106	0.972694931	50.80676434
1107	0.9727133564	50.78961934
1108	0.9727333501	50.77100836
1109	0.9727689653	50.73783944
1110	0.972780543	50.72705234
1111	0.9728156438	50.69433426
1112	0.9728488994	50.66331671
1113	0.972874773	50.63917117
1114	0.9729015443	50.6141758
1115	0.9729343796	50.58350183
1116	0.9729631981	50.55656487
1117	0.9729866782	50.53460719
1118	0.9730031312	50.51921536
1119	0.9730469283	50.47821997
1120	0.9730766295	50.45039978
1121	0.9731077657	50.42121903
1122	0.9731338948	50.39671788
1123	0.9731480954	50.38339707
1124	0.9731808016	50.35270372
1125	0.973197294	50.33721921
1126	0.9732228878	50.31318003
1127	0.9732442817	50.29307682
1128	0.973273319	50.26577857
1129	0.9733022839	50.23853354
1130	0.9733126381	50.22879058
1131	0.973337917	50.20499593
1132	0.9733563393	50.1876483
1133	0.9733715744	50.17329735
1134	0.9733925552	50.15352739
1135	0.9734130164	50.13423956
1136	0.9734474397	50.10177361
1137	0.9734581361	50.09168112
1138	0.9734872251	50.0642242
1139	0.9735029452	50.04937986
1140	0.9735291582	50.02461731
1141	0.9735553694	49.9998442
1142	0.9735844388	49.97235536
1143	0.9736063472	49.9516281
1144	0.9736235041	49.93539026
1145	0.9736460852	49.91401059
1146	0.9736667896	49.89439984
1147	0.9737038776	49.85925156
1148	0.9737130125	49.85059061
1149	0.9737287494	49.83566663
1150	0.9737731269	49.79355753
1151	0.9738154869	49.75332961
1152	0.9738353019	49.73450073
1153	0.9738661397	49.70518343
1154	0.9738737583	49.69793788
1155	0.9738902982	49.68220408
1156	0.9739050143	49.66820104
1157	0.9739271893	49.64709298
1158	0.9739570508	49.61865419
1159	0.9739885676	49.58862117
1160	0.9740201912	49.5584681
1161	0.9740659077	49.51484509
1162	0.9741036441	49.47880771
1163	0.9741178226	49.46526077
1164	0.9741458589	49.43846244
1165	0.9741691902	49.4161503
1166	0.9741990893	49.38754244
1167	0.9742217002	49.36589711
1168	0.9742440172	49.3445237
1169	0.9742794052	49.31061305
1170	0.9742965943	49.29413318
1171	0.9743136614	49.2777648
1172	0.974341505	49.25104933
1173	0.974368517	49.22511795
1174	0.9743792177	49.21484163
1175	0.9744071292	49.18802673
1176	0.9744304854	49.16557697
1177	0.9744567894	49.14028151
1178	0.9744739091	49.12381129
1179	0.9744869945	49.11121851
1180	0.974518613	49.08077708
1181	0.974537167	49.06290499
1182	0.9745539498	49.04673339
1183	0.9745960442	49.00614859
1184	0.9746252065	48.97801239
1185	0.9746532233	48.95096614
1186	0.9746694998	48.93524664
1187	0.9746913188	48.91416634
1188	0.974714355	48.89190024
1189	0.9747343094	48.87260467
1190	0.9747585951	48.84911052
1191	0.9747860449	48.82254182
1192	0.9747996539	48.80936425
1193	0.9748111511	48.7982288
1194	0.9748548937	48.75583919
1195	0.9748671103	48.74399391
1196	0.9749042704	48.70794548
1197	0.9749193759	48.69328424
1198	0.9749430449	48.67030256
1199	0.9749678161	48.64623899
