iter	R2	RMSE
264	0.9275427375	82.76388324
265	0.9276814593	82.68461823
266	0.9277878982	82.62374794
267	0.9280924262	82.44934619
268	0.9282228126	82.37456169
269	0.9283021688	82.32901278
270	0.9284472879	82.2456521
271	0.9286159586	82.14865634
272	0.9286817604	82.11078533
273	0.9287939135	82.04619729
274	0.9288669553	82.00410585
275	0.9289558246	81.95286434
276	0.929029366	81.91043658
277	0.9291538274	81.8385818
278	0.9292672696	81.77303369
279	0.9293310888	81.73613514
280	0.9294993662	81.63876177
281	0.9295912441	81.58554775
282	0.9296569161	81.54749047
283	0.9298890225	81.41284087
284	0.9299432038	81.38137713
285	0.9301442769	81.26450506
286	0.9302337552	81.2124425
287	0.9303830777	81.12548538
288	0.9305349428	81.03695192
289	0.9306129934	80.99141271
290	0.9306781569	80.95337301
291	0.9308169289	80.87230412
292	0.9309028177	80.82208824
293	0.931092947	80.71081574
294	0.9312317353	80.62949341
295	0.9313103998	80.58336388
296	0.9315501304	80.44262073
297	0.9315879639	80.42038657
298	0.931689678	80.36058039
299	0.9317608757	80.3186908
300	0.9318491072	80.26674894
301	0.9319910094	80.18314063
302	0.932217327	80.04961435
303	0.9323132601	79.99294701
304	0.9323810101	79.95290314
305	0.9324776949	79.89572248
306	0.9326121155	79.81615631
307	0.9328195811	79.6931975
308	0.9328968383	79.64736089
309	0.9330542052	79.55391364
310	0.9332601111	79.431477
311	0.9333684134	79.36700204
312	0.9334109831	79.34164492
313	0.933481204	79.29979933
314	0.9336119587	79.22182198
315	0.9336932657	79.17329466
316	0.9337889088	79.11617291
317	0.933959085	79.01443508
318	0.9340208833	78.97745723
319	0.9341305988	78.9117648
320	0.9342192737	78.85863047
321	0.9343510957	78.77957606
322	0.9344260975	78.7345616
323	0.9344801116	78.70212756
324	0.9345687821	78.64885428
325	0.9346549284	78.59706295
326	0.9347333015	78.5499152
327	0.934807101	78.50549298
328	0.9348830237	78.45976652
329	0.9349835258	78.39919538
330	0.9351256057	78.31348602
331	0.9351807795	78.28017725
332	0.9352737599	78.22401232
333	0.9353621717	78.17056965
334	0.9355597526	78.05100474
335	0.9356742404	77.98163923
336	0.9357412625	77.94100346
337	0.9358472286	77.87671246
338	0.9359019602	77.84348534
339	0.9359594531	77.80856653
340	0.9360923109	77.72781427
341	0.9361595313	77.68692505
342	0.9362413015	77.63715635
343	0.9362904552	77.60722404
344	0.9363717799	77.55767575
345	0.9364622025	77.50254726
346	0.9365357955	77.45765033
347	0.9365917359	77.42350538
348	0.9366659525	77.37818169
349	0.9368052864	77.29301946
350	0.9368521667	77.26434465
351	0.9369317864	77.21562005
352	0.9369986239	77.17469398
353	0.9370699502	77.13099541
354	0.9371683606	77.07066284
355	0.9372770647	77.00396456
356	0.9373364641	76.96749406
357	0.9374561502	76.89395574
358	0.9375505268	76.83591863
359	0.9376270759	76.78881237
360	0.9377031853	76.741948
361	0.9377486941	76.71391225
362	0.9378392758	76.65807887
363	0.9379108927	76.61390629
364	0.9379627212	76.58192311
365	0.9380535427	76.52584528
366	0.9381092007	76.49145887
367	0.9381959812	76.43781361
368	0.9382978851	76.37477143
369	0.9383465028	76.34467601
370	0.9384378422	76.2881029
371	0.9385294804	76.23130254
372	0.9386112746	76.180568
373	0.9386707493	76.14365639
374	0.9387600193	76.08821942
375	0.9388312463	76.0439582
376	0.938917439	75.99036263
377	0.9390285911	75.9211912
378	0.9391209976	75.86363745
379	0.9392088369	75.80888776
380	0.939256128	75.77939507
381	0.9393535286	75.71861599
382	0.9394465537	75.6605216
383	0.9395744083	75.5806033
384	0.9396138907	75.55590689
385	0.9396821438	75.51319524
386	0.9397414296	75.47607555
387	0.9398294857	75.42090863
388	0.9398821208	75.38791358
389	0.9399446991	75.34866671
390	0.9400514632	75.28166092
391	0.9401642181	75.21083039
392	0.940282003	75.13676881
393	0.9403515845	75.09298255
394	0.9405204889	74.9865881
395	0.9405889246	74.94343676
396	0.9406435839	74.90895418
397	0.9407405319	74.84775404
398	0.9408063749	74.80616091
399	0.9409199754	74.73434495
400	0.9409734055	74.70054361
401	0.941008987	74.6780253
402	0.9413104364	74.48697519
403	0.9413827597	74.44106581
404	0.9414760076	74.38183204
405	0.9415292609	74.34798287
406	0.9416085366	74.29756459
407	0.9417150984	74.22973874
408	0.9418619902	74.13614147
409	0.9419311122	74.09205705
410	0.9419909703	74.0538597
411	0.9420225442	74.03370345
412	0.9420948407	73.98752997
413	0.9421639345	73.94337496
414	0.9422528798	73.88649482
415	0.9422875395	73.86431822
416	0.9424077852	73.78732881
417	0.9424700015	73.74746217
418	0.942533106	73.70700439
419	0.9425796538	73.67714723
420	0.9427080782	73.5947092
421	0.9427470941	73.56964586
422	0.9428033947	73.53346404
423	0.9428541214	73.50084898
424	0.9429445548	73.44266837
425	0.9430208414	73.3935533
426	0.9430928123	73.34718662
427	0.9431679827	73.29872736
428	0.943213725	73.26922351
429	0.9433495679	73.18153449
430	0.9434041352	73.14628073
431	0.9434905363	73.09042568
432	0.9435757821	73.03527559
433	0.943663768	72.97830907
434	0.9437936354	72.89414505
435	0.9438890232	72.83226448
436	0.9439545062	72.78975347
437	0.944024435	72.74432886
438	0.9441100715	72.68866209
439	0.9441893332	72.63710118
440	0.944226234	72.6130842
441	0.9442778919	72.57944911
442	0.9443157805	72.55476952
443	0.9443844419	72.5100239
444	0.9444395822	72.47406976
445	0.9444823051	72.44620012
446	0.9445336746	72.41267579
447	0.9446138523	72.36031991
448	0.9446832677	72.31496115
449	0.9447464435	72.27365479
450	0.9448055884	72.23496262
451	0.9449098667	72.16669394
452	0.9449936017	72.11182769
453	0.9450363677	72.08378974
454	0.9450801699	72.05506115
455	0.945174809	71.99295087
456	0.9452400054	71.95013226
457	0.9452809759	71.92321129
458	0.9453413948	71.88349276
459	0.9454367407	71.820769
460	0.9455081588	71.7737503
461	0.9455701328	71.73292426
462	0.9457023565	71.64574273
463	0.9457585736	71.60864391
464	0.9458153694	71.57114361
465	0.9458744759	71.53209682
466	0.9459124854	71.50697581
467	0.9459628725	71.47366066
468	0.9460323527	71.42769596
469	0.9461085286	71.37726769
470	0.9461894595	71.32365254
471	0.9462630022	71.27489698
472	0.9463397503	71.22398075
473	0.946440784	71.15689747
474	0.946536326	71.09340227
475	0.9465664993	71.07333792
476	0.9466653637	71.00755637
477	0.9467292165	70.96503817
478	0.9467974878	70.91954955
479	0.9468480634	70.88583261
480	0.9469017735	70.85000846
481	0.9469630563	70.80911121
482	0.94705869	70.74524262
483	0.9471145563	70.70790577
484	0.9471587703	70.67834253
485	0.9472204223	70.63709881
486	0.9472954322	70.58688659
487	0.9473547014	70.54718594
488	0.947412161	70.50867618
489	0.9474508696	70.48272155
490	0.9475169405	70.43839806
491	0.947595249	70.38582889
492	0.9476706689	70.33516164
493	0.9477466153	70.28410384
494	0.9478496927	70.21474683
495	0.9478990729	70.1814964
496	0.9479868035	70.12238369
497	0.9480378216	70.08798479
498	0.9481053115	70.04245394
499	0.9481627319	70.00369291
500	0.9482176773	69.96658255
501	0.9482613481	69.93707306
502	0.9483522462	69.87561087
503	0.9483968414	69.84543737
504	0.9484515194	69.8084239
505	0.9485007207	69.77510102
506	0.9485518428	69.74046044
507	0.9486231932	69.69208418
508	0.948657448	69.66884714
509	0.9487216687	69.62526169
510	0.948768573	69.59341125
511	0.9488297722	69.55183199
512	0.9489089306	69.4980141
513	0.9489514372	69.46909774
514	0.9489924116	69.44121223
515	0.9490995684	69.36823285
516	0.9492089123	69.29368464
517	0.9492524562	69.26397502
518	0.949334669	69.20784727
519	0.9493763052	69.17940428
520	0.9494414039	69.13490993
521	0.9494967707	69.09704472
522	0.949551592	69.05953203
523	0.949634725	69.00260761
524	0.94969063	68.96430083
525	0.9497446602	68.92725851
526	0.9497853088	68.89937728
527	0.9498199753	68.87559029
528	0.9498934827	68.82512475
529	0.9499258644	68.80288181
530	0.9499878619	68.76027566
531	0.950056335	68.71318869
532	0.9501120654	68.67484066
533	0.9501598285	68.64195786
534	0.9502043919	68.61126375
535	0.9502669079	68.56818113
536	0.9503019479	68.54402166
537	0.9503346018	68.52149965
538	0.9504076493	68.47109063
539	0.950474907	68.42464431
540	0.9505489463	68.37347818
541	0.9505790072	68.35269318
542	0.9506457306	68.30653607
543	0.9506943196	68.27290408
544	0.9507434978	68.23884738
545	0.9507654396	68.22364685
546	0.9508185739	68.18682319
547	0.9508695671	68.15146463
548	0.9509284295	68.11062684
549	0.9509657299	68.08473569
550	0.9509896188	68.06814865
551	0.9510122268	68.05244728
552	0.9510926343	67.99657438
553	0.9511514754	67.95565828
554	0.951234928	67.89758592
555	0.9512807059	67.86570921
556	0.9513337636	67.82874458
557	0.9513753668	67.79974607
558	0.9514406271	67.754233
559	0.951529836	67.69196839
560	0.9515898673	67.65003644
561	0.9516398013	67.6151377
562	0.9516986639	67.5739756
563	0.9517309038	67.5514199
564	0.9518122237	67.49449329
565	0.9519068667	67.42817953
566	0.9519697249	67.38410047
567	0.9520365011	67.33724238
568	0.9521705438	67.24308342
569	0.9522152984	67.21161604
570	0.952278837	67.16691604
571	0.9523140273	67.14214651
572	0.9523761319	67.09841044
573	0.9524981221	67.01241785
574	0.9525529024	66.97376658
575	0.9526231409	66.92417573
576	0.9526655313	66.89422889
577	0.9526980783	66.87122681
578	0.9528542437	66.76074923
579	0.9529237837	66.71149498
580	0.9529585177	66.68687976
581	0.9530000633	66.65742536
582	0.9530575074	66.61667798
583	0.9531205564	66.5719261
584	0.9532095238	66.5087263
585	0.9532748678	66.46226964
586	0.9533146884	66.43394295
587	0.9533615391	66.40059995
588	0.9534118063	66.3648068
589	0.9534756126	66.31934528
590	0.95350581	66.29781897
591	0.9535717377	66.25079786
592	0.9536005491	66.23023851
593	0.9536764817	66.17602345
594	0.953725389	66.14108067
595	0.9537743887	66.10605336
596	0.9538106068	66.08015105
597	0.9538619134	66.04344034
598	0.9539451467	65.98384211
599	0.9540798669	65.88726305
600	0.9541233573	65.85605517
601	0.9541946568	65.80485992
602	0.9542208048	65.78607491
603	0.9542813599	65.74255078
604	0.9543719165	65.6774091
605	0.9544172309	65.64478809
606	0.9544471106	65.62326931
607	0.9544706602	65.60630442
608	0.9545220692	65.56925463
609	0.9545546689	65.54574956
610	0.9545899833	65.52027767
611	0.9546438769	65.48138567
612	0.9547176744	65.42809263
613	0.9547902643	65.37562934
614	0.9548489641	65.33317406
615	0.954878441	65.31184415
616	0.9549209344	65.28108304
617	0.9550033345	65.22139209
618	0.9550299114	65.20212798
619	0.9550862117	65.1613003
620	0.9551368622	65.12454783
621	0.9552935119	65.01074997
622	0.9553323104	64.9825341
623	0.955376118	64.95066063
624	0.9554322226	64.90981728
625	0.9554659076	64.88528271
626	0.955507491	64.85498259
627	0.9555429739	64.82911637
628	0.9555901813	64.79468731
629	0.9556420969	64.75680335
630	0.9557073605	64.7091476
631	0.9557618282	64.66934822
632	0.9558239219	64.62394658
633	0.9558754833	64.58622169
634	0.955904224	64.56518402
635	0.9559763856	64.51233279
636	0.9560170522	64.48252939
637	0.9560635675	64.44842281
638	0.9561174325	64.40890459
639	0.956169184	64.37091409
640	0.9562127442	64.33891943
641	0.9562545393	64.3082062
642	0.9562828923	64.28736262
643	0.9563496897	64.23823002
644	0.9564189216	64.18726701
645	0.9564767235	64.14468692
646	0.9565134496	64.11761768
647	0.9565463628	64.09334905
648	0.9565969471	64.05603271
649	0.9566948551	63.98374361
650	0.9567757656	63.92394262
651	0.9568055498	63.90191506
652	0.9568733753	63.85172481
653	0.9569081336	63.82598864
654	0.9569509849	63.79424592
655	0.9569897049	63.76554996
656	0.9570501575	63.72072171
657	0.9571190054	63.66962959
658	0.9571598026	63.63933459
659	0.9572219754	63.59313881
660	0.9572584951	63.56598822
661	0.9573358435	63.50844514
662	0.9574223526	63.44402517
663	0.9574880218	63.39508023
664	0.9575437459	63.35351792
665	0.9576080988	63.30548576
666	0.9576356974	63.28487538
667	0.9577039727	63.23385914
668	0.9577474398	63.2013584
669	0.9577701793	63.18434928
670	0.957855105	63.1207843
671	0.9578970789	63.08934416
672	0.9579349286	63.06097972
673	0.9580068511	63.00704604
674	0.9580578626	62.96876533
675	0.9580900929	62.9445666
676	0.9581487888	62.90047343
677	0.9582185344	62.84803932
678	0.9582536221	62.82164414
679	0.958291792	62.79291779
680	0.958328815	62.76504198
681	0.9583885934	62.72000682
682	0.9584463906	62.67643339
683	0.9584645824	62.66271227
684	0.9585012594	62.63503966
685	0.9585572539	62.59276852
686	0.958611559	62.55174536
687	0.9586673223	62.50959268
688	0.9587247457	62.46615539
689	0.9587548529	62.44336905
690	0.958805812	62.40478223
691	0.9588751625	62.35223079
692	0.9589485319	62.29658572
693	0.9590233022	62.23982699
694	0.9590565144	62.21459879
695	0.9591019961	62.18003392
696	0.9591813479	62.11968259
697	0.9592199249	62.09032159
698	0.9592730755	62.04984574
699	0.9593012294	62.02839497
700	0.9593238764	62.01113457
701	0.9593678044	61.97764121
702	0.9594551057	61.91102363
703	0.9594832136	61.88955992
704	0.9595333296	61.85127184
705	0.9595686118	61.82430242
706	0.9595955575	61.80369747
707	0.9596199652	61.7850273
708	0.9596606225	61.75391486
709	0.9596786858	61.74008705
710	0.9597460185	61.68851553
711	0.9597890887	61.65550458
712	0.9598397133	61.61668089
713	0.9598821736	61.58409957
714	0.9599117024	61.56143082
715	0.9599557062	61.52763442
716	0.9599942679	61.49800243
717	0.9600203428	61.47795764
718	0.9600541945	61.45192471
719	0.9600801912	61.43192506
720	0.9601099241	61.40904305
721	0.9601552772	61.37412355
722	0.9602134136	61.32933254
723	0.9602514719	61.2999929
724	0.9603044028	61.2591644
725	0.9603425255	61.22974144
726	0.9603732604	61.20601002
727	0.9604251867	61.16589511
728	0.9604846214	61.11994746
729	0.9605245692	61.08904519
730	0.9605849077	61.0423398
731	0.9606267695	61.00991545
732	0.9606746202	60.97283113
733	0.9607278516	60.93155037
734	0.9607827107	60.88897793
735	0.9608313868	60.85117883
736	0.9608838281	60.8104296
737	0.9609108872	60.78939275
738	0.9609481071	60.76044465
739	0.9609740136	60.74028741
740	0.960997174	60.72226125
741	0.9610505909	60.68066552
742	0.9611034761	60.63945566
743	0.9611830133	60.57742485
744	0.9612042903	60.56082025
745	0.9612564169	60.52012131
746	0.9613217413	60.46907916
747	0.9613585608	60.44029081
748	0.9613958227	60.41114247
749	0.9614404282	60.37623115
750	0.9614832588	60.34268997
751	0.9615202102	60.31373785
752	0.9615518853	60.28890876
753	0.9615891637	60.25967431
754	0.9616452934	60.21562951
755	0.9616690185	60.19700282
756	0.9616880675	60.18204317
757	0.9617201029	60.15687661
758	0.9617596641	60.12578333
759	0.9618059977	60.08934688
760	0.9618368851	60.06504486
761	0.9618674178	60.0410123
762	0.9619146548	60.00381266
763	0.9619395632	59.98418775
764	0.9619807997	59.95168411
765	0.962014775	59.92489063
766	0.9620475434	59.89903756
767	0.9620967553	59.86019031
768	0.9621159888	59.84500069
769	0.9621417586	59.82464308
770	0.9621621405	59.80853695
771	0.9621900839	59.78644846
772	0.9622122778	59.76889892
773	0.9622326138	59.75281403
774	0.9622696173	59.72353473
775	0.9623154298	59.68726534
776	0.962360123	59.65186083
777	0.9623974504	59.62227519
778	0.9624275984	59.59836917
779	0.9624431757	59.58601336
780	0.962527059	59.51943339
781	0.9625585495	59.49441943
782	0.9625956423	59.4649419
783	0.9626219169	59.44405275
784	0.9626505856	59.4212518
785	0.9626756721	59.40129273
786	0.9626944678	59.38633424
787	0.96270822	59.37538724
788	0.9627394078	59.35055367
789	0.9627841767	59.31488788
790	0.9628502241	59.26223109
791	0.9628937415	59.22751086
792	0.9629314423	59.19741498
793	0.9629597447	59.17481159
794	0.9629922629	59.1488307
795	0.9630086926	59.13569955
796	0.9630516137	59.10138198
797	0.9630918515	59.06919167
798	0.9631146201	59.05096902
799	0.9631378797	59.03234757
800	0.9631707613	59.00601284
801	0.9631920509	58.98895575
802	0.9632237243	58.9635702
803	0.9632685206	58.92764818
804	0.9633119507	58.89280077
805	0.9633582832	58.85560186
806	0.9633998771	58.82218739
807	0.9634398692	58.79004178
808	0.9634925165	58.7476971
809	0.9635523759	58.69951459
810	0.9635763671	58.6801923
811	0.9635903733	58.66890887
812	0.9636119307	58.65153803
813	0.9636570005	58.61520421
814	0.9636827047	58.59447229
815	0.9637196444	58.56466537
816	0.9637632255	58.52947989
817	0.9638276455	58.47743133
818	0.9638499053	58.45943557
819	0.9638846257	58.43135515
820	0.9639085368	58.41200891
821	0.9639370864	58.38890139
822	0.9639748295	58.35833882
823	0.9640148944	58.32587855
824	0.9640407494	58.30492146
825	0.9640728129	58.27892148
826	0.9641189942	58.24145317
827	0.9641501571	58.21615617
828	0.9641872952	58.18599423
829	0.9642361818	58.14626693
830	0.9642799873	58.11064565
831	0.9643127491	58.08399046
832	0.9643587947	58.04650681
833	0.9644114147	58.00364161
834	0.9644338237	57.98537725
835	0.9644852593	57.94343302
836	0.9645061266	57.92640768
837	0.9645468833	57.89314039
838	0.9646189612	57.8342607
839	0.9646709285	57.79177191
840	0.9647031531	57.76540921
841	0.9647401541	57.73512408
842	0.9647704348	57.71032764
843	0.9647933401	57.69156379
844	0.9648242395	57.66624149
845	0.9648647751	57.63300538
846	0.964928123	57.58102657
847	0.9649544199	57.55943535
848	0.9649749476	57.5425754
849	0.9650423772	57.48715872
850	0.9650845237	57.45249373
851	0.9651092904	57.43211358
852	0.9651409417	57.40605774
853	0.9652212649	57.3398813
854	0.9652782058	57.29292275
855	0.9653053329	57.27053769
856	0.9653174114	57.26056782
857	0.9653494452	57.23411801
858	0.9653834551	57.20602318
859	0.9654265278	57.17042191
860	0.9654496201	57.15132613
861	0.9654953722	57.11347324
862	0.9655145874	57.09756816
863	0.9655323355	57.08287345
864	0.965585884	57.03851467
865	0.9656315333	57.00067212
866	0.9656769953	56.96295997
867	0.9656941433	56.9487286
868	0.9657426445	56.90845769
869	0.9658001273	56.86069232
870	0.9658449786	56.82339523
871	0.9658846547	56.79038121
872	0.9659050935	56.77336686
873	0.9659675432	56.72134879
874	0.966015668	56.68123019
875	0.9660722455	56.6340287
876	0.966099322	56.61142542
877	0.9661140508	56.59912618
878	0.9661398336	56.57758981
879	0.9661602827	56.56050281
880	0.9662004464	56.52692753
881	0.9662197503	56.5107832
882	0.9662434588	56.49094882
883	0.9662865861	56.45485088
884	0.9663019224	56.44200869
885	0.966337575	56.41214295
886	0.9663754395	56.38040698
887	0.9664366803	56.32904046
888	0.9664723129	56.29913159
889	0.9665137488	56.26433155
890	0.9665366349	56.2451014
891	0.9665677737	56.21892636
892	0.9666078685	56.18520493
893	0.9666510858	56.14883475
894	0.9666770119	56.12700486
895	0.966712344	56.09724149
896	0.9667430676	56.07134734
897	0.9667778751	56.04199686
898	0.9668086136	56.01606467
899	0.966848768	55.98217075
900	0.9669128353	55.92804973
901	0.9669372667	55.90739742
902	0.966972081	55.87795503
903	0.9669918064	55.86126646
904	0.967016047	55.84075093
905	0.967061119	55.80258519
906	0.9670815524	55.78527411
907	0.9671150953	55.75684515
908	0.9671418573	55.73415286
909	0.9671825842	55.69960153
910	0.9672051311	55.68046432
911	0.967249611	55.64269156
912	0.9672794811	55.61731124
913	0.9673265204	55.57731888
914	0.9673613248	55.54771003
915	0.9673952511	55.51883293
916	0.9674344504	55.48544897
917	0.9674632312	55.46092501
918	0.9675054738	55.42491081
919	0.9675288018	55.40501232
920	0.9675562468	55.38159288
921	0.9675742988	55.36618337
922	0.9676098574	55.33581724
923	0.9676465622	55.30445487
924	0.967682126	55.27405043
925	0.967700906	55.25798807
926	0.9677310561	55.23219134
927	0.9677867776	55.18448373
928	0.9678095903	55.16494004
929	0.9678461402	55.13361321
930	0.9678849748	55.1003087
931	0.9679010971	55.08647627
932	0.9679179358	55.07202551
933	0.9679322239	55.05976068
934	0.9679703082	55.02705602
935	0.967986374	55.01325376
936	0.9680097365	54.9931766
937	0.9680437319	54.96394882
938	0.9680614472	54.94871178
